t_ms,phase_us,seq,spin_ns,gap_ewma_ns,wake_ewma_ns,burn_ewma_ns,blocked
151.055,2,2847,5552,49291,2248,6367,1
151.109,2,2848,5368,49369,2247,6343,1
151.165,2,2849,5190,49454,2252,6317,1
151.220,2,2850,5018,49529,2252,6284,1
151.274,2,2851,4852,49603,2249,6248,1
151.329,2,2852,5003,49681,2252,6206,1
151.384,2,2853,5160,49751,2252,6171,1
151.439,2,2854,5321,49820,2254,6141,1
151.494,2,2855,5488,49885,2254,6118,1
151.549,2,2856,5659,49951,2255,6100,1
151.604,2,2857,5836,50019,2255,6089,1
151.659,2,2858,6019,50078,2253,6083,1
151.714,2,2859,6208,50137,2253,6083,1
151.769,2,2860,6403,50192,2257,6089,1
151.824,2,2861,6604,50247,2257,6102,1
151.835,2,2862,6386,48902,2284,6119,1
151.890,2,2863,6174,48994,2282,6130,1
151.945,2,2864,6367,49084,2279,6133,1
151.999,2,2865,6566,49173,2276,6142,1
152.055,2,2866,6771,49269,2273,6158,1
152.110,2,2867,6545,49354,2273,6179,1
152.165,2,2868,6329,49436,2270,6192,1
152.219,2,2869,6119,49516,2266,6199,1
152.274,2,2870,6310,49592,2266,6199,1
152.329,2,2871,6507,49667,2264,6205,1
152.384,2,2872,6710,49740,2264,6216,1
152.439,2,2873,6486,49808,2261,6234,1
152.494,2,2874,6270,49880,2260,6243,1
152.549,2,2875,6060,49949,2263,6246,1
152.604,2,2876,6249,50010,2264,6243,1
152.659,2,2877,6444,50070,2262,6246,1
152.714,2,2878,6645,50130,2264,6255,1
152.769,2,2879,6852,50188,2265,6270,1
152.824,2,2880,6626,50245,2264,6291,1
152.835,2,2881,6406,48914,2270,6304,1
152.890,2,2882,6194,49002,2274,6309,1
152.945,2,2883,5988,49102,2277,6307,1
153.000,2,2884,5790,49188,2276,6298,1
153.055,2,2885,5598,49180,2274,6284,1
153.110,2,2886,5412,49267,2280,6266,1
153.165,2,2887,5232,49343,2281,6243,1
153.219,2,2888,5058,49423,2278,6214,1
153.274,2,2889,5217,49506,2274,6180,1
153.329,2,2890,5380,49583,2273,6152,1
153.384,2,2891,5549,49657,2275,6130,1
153.439,2,2892,5722,49730,2276,6113,1
153.494,2,2893,5901,49805,2272,6102,1
153.549,2,2894,6086,49874,2273,6098,1
153.604,2,2895,6277,49939,2271,6100,1
153.659,2,2896,6474,50001,2269,6109,1
153.714,2,2897,6677,50061,2270,6122,1
153.769,2,2898,6886,50119,2270,6141,1
153.821,2,2899,6658,50180,2270,7576,0
153.834,2,2900,6438,48909,2278,7549,1
153.889,2,2901,6224,48997,2277,7517,1
153.944,2,2902,6018,49088,2282,7480,1
153.999,2,2903,5820,49177,2290,7437,1
154.054,2,2904,5626,49260,2287,7388,1
154.109,2,2905,5438,49342,2286,7335,1
154.164,2,2906,5256,49423,2285,7277,1
154.219,2,2907,5082,49504,2283,7216,1
154.273,2,2908,4914,49578,2280,7151,1
154.328,2,2909,4750,49658,2279,7083,1
154.383,2,2910,4592,49729,2276,7013,1
154.438,2,2911,4440,49799,2272,6941,1
154.493,2,2912,4292,49868,2269,6865,1
154.548,2,2913,4150,49936,2269,6786,1
154.603,2,2914,4012,50002,2269,6706,1
154.658,2,2915,3878,50064,2266,6624,1
154.713,2,2916,3750,50128,2265,6540,1
154.768,2,2917,3626,50184,2264,6454,1
154.823,2,2918,3506,50249,2261,6368,1
154.832,2,2919,3390,48957,2261,6447,0
154.889,2,2920,3276,49105,2259,6353,1
154.944,2,2921,3168,49195,2259,6260,1
155.000,2,2922,3062,49287,2270,6165,1
155.054,2,2923,3157,49367,2268,6071,1
155.109,2,2924,3256,49451,2266,5982,1
155.164,2,2925,3357,49528,2267,5898,1
155.219,2,2926,3462,49603,2266,5820,1
155.274,2,2927,3571,49677,2263,5748,1
155.329,2,2928,3682,49748,2261,5683,1
155.384,2,2929,3797,49819,2260,5622,1
155.439,2,2930,3916,49883,2258,5567,1
155.494,2,2931,4039,49953,2258,5517,1
155.549,2,2932,4166,50012,2258,5473,1
155.603,2,2933,4297,50071,2257,5435,1
155.658,2,2934,4432,50135,2254,5402,1
155.713,2,2935,4571,50191,2252,5373,1
155.768,2,2936,4714,50244,2253,5351,1
155.823,2,2937,4861,50299,2253,5333,1
155.835,2,2938,5012,48969,2277,5320,1
155.889,2,2939,5169,49044,2277,5312,1
155.944,2,2940,5330,49132,2275,5309,1
155.999,2,2941,5497,49222,2273,5311,1
156.054,2,2942,5668,49313,2280,5320,1
156.109,2,2943,5845,49391,2278,5333,1
156.164,2,2944,6028,49474,2276,5351,1
156.219,2,2945,6217,49556,2274,5374,1
156.274,2,2946,6412,49635,2270,5402,1
156.329,2,2947,6613,49712,2266,5437,1
156.384,2,2948,6820,49786,2264,5476,1
156.439,2,2949,7033,49857,2263,5520,1
156.494,2,2950,7252,49922,2260,5571,1
156.549,2,2951,7479,49989,2258,5625,1
156.603,2,2952,7712,50051,2256,5685,1
156.659,2,2953,7953,50117,2257,5751,1
156.714,2,2954,8202,50176,2257,5822,1
156.768,2,2955,8459,50227,2254,5898,1
156.823,2,2956,8724,50282,2256,5979,1
156.832,2,2957,8707,48966,2256,6048,0
156.889,2,2958,8980,49112,2264,6133,1
156.944,2,2959,8682,49198,2262,6225,1
156.999,2,2960,8394,49288,2260,6303,1
157.054,2,2961,8116,49380,2261,6372,1
157.110,2,2962,7846,49467,2272,6429,1
157.164,2,2963,7586,49538,2269,6476,1
157.217,2,2964,7334,49614,2269,7898,0
157.274,2,2965,7090,49743,2266,7883,1
157.329,2,2966,6854,49811,2271,7862,1
157.384,2,2967,6628,49876,2273,7833,1
157.439,2,2968,6408,49941,2271,7798,1
157.493,2,2969,6196,50001,2269,7756,1
157.548,2,2970,5990,50067,2269,7709,1
157.603,2,2971,5790,50127,2269,7658,1
157.658,2,2972,5598,50182,2270,7601,1
157.713,2,2973,5412,50241,2265,7540,1
157.768,2,2974,5232,50294,2262,7476,1
157.823,2,2975,5058,50344,2258,7408,1
157.834,2,2976,4890,49029,2261,7337,1
157.889,2,2977,4728,49120,2261,7264,1
157.944,2,2978,4570,49212,2258,7187,1
157.999,2,2979,4418,49297,2256,7108,1
158.054,2,2980,4272,49378,2254,7026,1
158.109,2,2981,4130,49461,2253,7876,1
158.164,2,2982,3992,49545,2265,7760,1
158.219,2,2983,3860,49618,2263,7644,1
158.274,2,2984,3732,49696,2261,7528,1
158.329,2,2985,3608,49764,2257,7412,1
158.384,2,2986,3488,49839,2254,7297,1
158.439,2,2987,3372,49907,2253,7181,1
158.494,2,2988,3260,49971,2253,7064,1
158.549,2,2989,3150,50032,2252,6948,1
158.604,2,2990,3046,50092,2254,6832,1
158.659,2,2991,2944,50150,2258,6715,1
158.713,2,2992,2848,50199,2260,6601,1
158.768,2,2993,2754,50162,2260,6485,1
158.823,2,2994,2664,50218,2259,6370,1
158.835,2,2995,2576,48909,2259,6258,1
158.889,2,2996,2490,49006,2256,6145,1
158.945,2,2997,2567,49096,2257,6033,1
158.999,2,2998,2648,49183,2253,5927,1
159.054,2,2999,2731,49271,2253,5828,1
159.109,20,3000,2816,49352,2252,5735,1
159.182,20,3001,2905,49994,2257,5645,1
159.256,20,3002,2996,50621,2267,5563,1
159.328,20,3003,3089,51222,2267,5486,1
159.401,20,3004,3186,51807,2266,5414,1
159.474,20,3005,3285,52379,2263,5346,1
159.547,20,3006,3388,52937,2264,5285,1
159.620,20,3007,3493,53471,2262,5228,1
159.693,20,3008,3602,53988,2262,5177,1
159.766,20,3009,3715,54485,2261,5129,1
159.834,20,3010,3832,54816,2259,5088,1
159.907,20,3011,3951,55293,2257,5050,1
159.980,20,3012,4074,55745,2254,5018,1
160.053,20,3013,4201,56191,2252,4990,1
160.126,20,3014,4332,56621,2252,4967,1
160.199,20,3015,4467,57035,2249,4950,1
160.272,20,3016,4606,57450,2257,4938,1
160.345,20,3017,4749,57837,2255,4929,1
160.418,20,3018,4898,58215,2252,4926,1
160.491,20,3019,5051,58584,2251,4928,1
160.564,20,3020,5208,58933,2250,4935,1
160.637,20,3021,5371,59277,2250,4945,1
160.709,20,3022,5538,59611,2248,4962,1
160.782,20,3023,5711,59935,2250,4983,1
160.835,20,3024,5890,59596,2254,5009,1
160.908,20,3025,6075,59920,2255,5039,1
160.980,20,3026,6264,60229,2254,5074,1
161.053,20,3027,6459,60535,2255,5114,1
161.126,20,3028,6660,60826,2253,5158,1
161.199,20,3029,6869,61115,2251,5207,1
161.272,20,3030,7084,61393,2259,5261,1
161.346,20,3031,7305,61664,2265,5321,1
161.418,20,3032,7534,61917,2267,5386,1
161.491,20,3033,7769,62165,2265,5455,1
161.564,20,3034,8012,62411,2267,5529,1
161.637,20,3035,8263,62643,2264,5609,1
161.710,20,3036,8522,62872,2268,5693,1
161.783,20,3037,8789,63089,2265,5783,1
161.834,20,3038,9064,62629,2268,5879,1
161.907,20,3039,9347,62858,2266,5980,1
161.980,20,3040,9640,63074,2267,6088,1
162.053,20,3041,9941,63288,2264,6201,1
162.126,20,3042,10252,63498,2261,6322,1
162.199,20,3043,10573,63699,2260,6448,1
162.272,20,3044,10904,63892,2259,6580,1
162.345,20,3045,11245,64092,2267,6718,1
162.418,20,3046,11596,64267,2268,6863,1
162.491,20,3047,11959,64446,2270,7013,1
162.564,20,3048,12332,64614,2275,7170,1
162.637,20,3049,12717,64773,2272,7335,1
162.710,20,3050,13114,64936,2271,7505,1
162.783,20,3051,13523,65090,2273,7683,1
162.835,20,3052,13946,64593,2275,7868,1
162.908,20,3053,14381,64758,2272,8060,1
162.981,20,3054,13903,64925,2273,8260,1
163.054,20,3055,13441,65085,2271,8438,1
163.127,20,3056,12995,65243,2268,8597,1
163.200,20,3057,12565,65393,2265,8736,1
163.273,20,3058,12149,65537,2264,8858,1
163.346,20,3059,11745,65678,2261,8964,1
163.419,20,3060,11355,65820,2272,9053,1
163.492,20,3061,10979,65939,2269,9128,1
163.565,20,3062,10615,66067,2270,9189,1
163.638,20,3063,10261,66188,2274,9235,1
163.711,20,3064,9921,66308,2276,9269,1
163.784,20,3065,9593,66422,2277,9293,1
163.834,20,3066,9273,65823,2278,9304,1
163.907,20,3067,8965,65949,2275,9304,1
163.980,20,3068,8669,66073,2271,9297,1
164.057,20,3069,8381,66265,2336,9280,1
164.130,20,3070,8101,66301,2343,9254,1
164.202,20,3071,7831,66402,2342,9221,1
164.276,20,3072,7571,66509,2350,9181,1
164.348,20,3073,7319,66615,2345,9133,1
164.422,20,3074,7077,66728,2342,9078,1
164.495,20,3075,6841,66833,2340,9017,1
164.568,20,3076,6613,66934,2333,8950,1
164.640,20,3077,6393,67032,2328,8880,1
164.713,20,3078,6179,67129,2321,8804,1
164.786,20,3079,5973,67221,2315,8724,1
164.835,20,3080,5775,66528,2316,8640,1
164.907,20,3081,5583,66633,2313,8554,1
164.981,20,3082,5399,66742,2312,8463,1
165.053,20,3083,5219,66841,2308,8371,1
165.126,20,3084,5382,66944,2306,8274,1
165.200,20,3085,5551,67042,2304,8189,1
165.272,20,3086,5724,67134,2298,8110,1
165.346,20,3087,5903,67236,2302,8038,1
165.419,20,3088,6088,67314,2308,7973,1
165.493,20,3089,6279,67404,2315,7917,1
165.565,20,3090,6476,67478,2311,7867,1
165.638,20,3091,6679,67556,2312,7825,1
165.711,20,3092,6888,67632,2312,7792,1
165.784,20,3093,7103,67705,2312,7767,1
165.834,20,3094,7324,67043,2316,7750,1
165.907,20,3095,7553,67135,2311,7740,1
165.980,20,3096,7790,67225,2307,7737,1
166.053,20,3097,8033,67315,2304,7741,1
166.126,20,3098,8284,67160,2301,7752,1
166.199,20,3099,8543,67249,2296,7771,1
166.272,20,3100,8810,67343,2293,7798,1
166.346,20,3101,9085,67430,2298,7832,1
166.418,20,3102,9368,67505,2294,7874,1
166.491,20,3103,9661,67584,2290,7923,1
166.565,20,3104,9962,67670,2294,7981,1
166.637,20,3105,10273,67741,2289,8045,1
166.711,20,3106,10594,67816,2285,8116,1
166.784,20,3107,10925,67881,2285,8197,1
166.835,20,3108,11266,67269,2304,8285,1
166.908,20,3109,11619,67339,2309,8380,1
166.981,20,3110,11233,67422,2303,8483,1
167.054,20,3111,10859,67504,2297,8570,1
167.127,20,3112,10499,67581,2293,8644,1
167.200,20,3113,10151,67659,2293,8703,1
167.273,20,3114,9813,67728,2292,8749,1
167.346,20,3115,9487,67801,2289,8785,1
167.419,20,3116,9173,67868,2296,8809,1
167.492,20,3117,8869,67931,2291,8823,1
167.565,20,3118,8575,68001,2290,8827,1
167.638,20,3119,8289,68061,2284,8822,1
167.711,20,3120,8013,68125,2280,8808,1
167.784,20,3121,7747,68182,2275,8787,1
167.834,20,3122,7491,67524,2277,8758,1
167.907,20,3123,7243,67600,2274,8721,1
167.980,20,3124,7003,67675,2271,8676,1
168.053,20,3125,6771,67746,2269,8627,1
168.126,20,3126,6545,67819,2265,8572,1
168.199,20,3127,6329,67884,2268,8511,1
168.272,20,3128,6526,67950,2264,8445,1
168.345,20,3129,6729,68014,2261,8387,1
168.417,20,3130,6940,68076,2258,8338,1
168.491,20,3131,7157,68141,2262,8296,1
168.564,20,3132,7380,68198,2260,8263,1
168.637,20,3133,7611,68261,2265,8238,1
168.710,20,3134,7848,68313,2260,8222,1
168.783,20,3135,8093,68369,2258,8212,1
168.834,20,3136,8346,67741,2268,8211,1
168.907,20,3137,8607,67812,2268,8217,1
168.980,20,3138,8876,67881,2267,8230,1
169.053,20,3139,9153,67948,2268,8252,1
169.126,20,3140,9440,68009,2268,8282,1
169.199,20,3141,9735,68072,2267,8320,1
169.272,20,3142,10040,68135,2267,8366,1
169.345,20,3143,10353,68194,2266,8421,1
169.418,20,3144,10676,68253,2265,8483,1
169.491,20,3145,10320,68310,2269,8554,1
169.564,20,3146,9978,68360,2266,8612,1
169.637,20,3147,9646,68415,2263,8658,1
169.711,20,3148,9326,68473,2273,8691,1
169.783,20,3149,9016,68508,2271,8714,1
169.834,20,3150,8716,67846,2269,8727,1
169.907,20,3151,8428,67914,2267,8728,1
169.980,20,3152,8148,67983,2264,8720,1
170.053,20,3153,7878,68046,2260,8704,1
170.126,20,3154,7618,68108,2258,8680,1
170.199,20,3155,7366,68161,2258,8648,1
170.271,20,3156,7122,68214,2255,8611,1
170.344,20,3157,6886,68268,2255,8566,1
170.417,20,3158,7101,68327,2250,8516,1
170.490,20,3159,7322,68383,2248,8475,1
170.564,20,3160,7551,68436,2252,8442,1
170.637,20,3161,7786,68486,2251,8416,1
170.710,20,3162,8029,68541,2252,8398,1
170.783,20,3163,8280,68588,2249,8388,1
170.835,20,3164,8539,67987,2258,8387,1
170.908,20,3165,8806,68044,2255,8393,1
170.981,20,3166,9081,68104,2253,8407,1
171.054,20,3167,9364,68166,2254,8431,1
171.127,20,3168,9657,68223,2254,8462,1
171.200,20,3169,9958,68285,2253,8502,1
171.273,20,3170,9628,68339,2257,8550,1
171.346,20,3171,9308,68392,2257,8585,1
171.419,20,3172,9000,68445,2254,8611,1
171.493,20,3173,8700,68497,2255,8626,1
171.565,20,3174,8410,68545,2251,8631,1
171.638,20,3175,8130,68593,2253,8627,1
171.711,20,3176,7860,68632,2249,8615,1
171.785,20,3177,7598,68685,2253,8593,1
171.834,20,3178,7346,67982,2252,8565,1
171.907,20,3179,7102,68044,2250,8529,1
171.980,20,3180,7323,68106,2250,8487,1
172.053,20,3181,7552,68167,2249,8454,1
172.126,20,3182,7789,68223,2245,8429,1
172.199,20,3183,8032,68285,2246,8412,1
172.272,20,3184,8283,68341,2244,8402,1
172.345,20,3185,8542,68397,2241,8400,1
172.418,20,3186,8809,68451,2239,8407,1
172.491,20,3187,9084,68502,2241,8422,1
172.564,20,3188,9367,68551,2240,8445,1
172.637,20,3189,9660,68603,2242,8476,1
172.710,20,3190,9961,68647,2242,8516,1
172.783,20,3191,10272,68693,2242,8563,1
172.835,20,3192,9930,68055,2249,8618,1
172.908,20,3193,9600,68110,2249,8661,1
172.980,20,3194,9282,68164,2246,8694,1
173.054,20,3195,8974,68228,2244,8716,1
173.130,20,3196,8676,68290,2333,8727,1
173.201,20,3197,8388,68253,2339,8728,1
173.274,20,3198,8110,68289,2342,8719,1
173.346,20,3199,7840,68326,2346,8702,1
173.419,20,3200,7580,68365,2349,8678,1
173.492,20,3201,7328,68404,2352,8645,1
173.565,20,3202,7084,68233,2357,8605,1
173.638,20,3203,6848,68274,2364,8558,1
173.710,20,3204,7063,68313,2367,8506,1
173.783,20,3205,6829,68351,2379,10008,1
173.834,20,3206,6601,67706,2382,9911,1
173.907,20,3207,6383,67772,2388,9809,1
173.980,20,3208,6171,67826,2391,9704,1
174.053,20,3209,5967,67880,2393,9596,1
174.125,20,3210,5769,67932,2395,9485,1
174.198,20,3211,5579,67982,2397,9371,1
174.271,20,3212,5395,68034,2398,9254,1
174.343,20,3213,5217,68082,2401,9135,1
174.416,20,3214,5043,68131,2403,9013,1
174.489,20,3215,4875,68181,2403,8891,1
174.562,20,3216,4713,68226,2402,8766,1
174.635,20,3217,4557,68270,2402,8641,1
174.707,20,3218,4700,68311,2402,8514,1
174.780,20,3219,4847,68351,2406,8397,1
174.837,20,3220,4998,67901,2420,8286,1
174.910,20,3221,5155,67953,2421,8185,1
174.983,20,3222,5316,68003,2425,8092,1
175.056,20,3223,5483,68052,2430,8008,1
175.128,20,3224,5654,68099,2429,7930,1
175.201,20,3225,5831,68146,2427,7860,1
175.274,20,3226,6014,68190,2428,7798,1
175.347,20,3227,6201,68236,2428,7743,1
175.420,20,3228,5995,68286,2428,9053,1
175.492,20,3229,5795,68325,2427,8959,1
175.565,20,3230,5603,68363,2426,8862,1
175.638,20,3231,5417,68401,2427,8762,1
175.710,20,3232,5237,68434,2427,8658,1
175.783,20,3233,5400,68470,2429,8552,1
175.834,20,3234,5569,67824,2431,8455,1
175.907,20,3235,5744,67877,2440,8367,1
175.980,20,3236,5923,67926,2444,8287,1
176.052,20,3237,6108,67973,2445,8216,1
176.125,20,3238,6299,68022,2444,8152,1
176.198,20,3239,6496,68072,2444,8095,1
176.271,20,3240,6699,68119,2443,8047,1
176.343,20,3241,6908,68165,2442,8006,1
176.416,20,3242,7123,68211,2441,7973,1
176.489,20,3243,7346,68256,2440,7949,1
176.561,20,3244,7575,68297,2441,7933,1
176.634,20,3245,7812,68336,2444,7924,1
176.707,20,3246,8057,68375,2443,7921,1
176.780,20,3247,8308,68418,2441,7926,1
176.834,20,3248,8567,67882,2448,7939,1
176.907,20,3249,8834,67934,2448,7960,1
176.980,20,3250,9111,67987,2451,7989,1
177.053,20,3251,9396,68041,2451,8025,1
177.126,20,3252,9689,68087,2453,8069,1
177.198,20,3253,9992,68132,2454,8122,1
177.271,20,3254,10305,68177,2452,8183,1
177.344,20,3255,10628,68222,2452,8252,1
177.416,20,3256,10961,68267,2450,8328,1
177.489,20,3257,11304,68308,2451,8411,1
177.562,20,3258,11657,68348,2454,8503,1
177.635,20,3259,11271,68386,2452,8604,1
177.707,20,3260,10897,68423,2449,8689,1
177.780,20,3261,10535,68465,2449,8760,1
177.834,20,3262,10185,67906,2453,8818,1
177.907,20,3263,9847,67957,2453,8862,1
177.980,20,3264,9519,68007,2465,8894,1
178.053,20,3265,9203,68048,2470,8916,1
178.125,20,3266,8897,68091,2469,8926,1
178.198,20,3267,8603,68136,2467,8926,1
178.271,20,3268,8317,68186,2466,8917,1
178.343,20,3269,8039,68228,2466,8899,1
178.416,20,3270,7771,68269,2468,8875,1
178.489,20,3271,7513,68309,2468,8842,1
178.562,20,3272,7263,68350,2469,8802,1
178.635,20,3273,7021,68390,2468,8755,1
178.707,20,3274,6787,68426,2467,8702,1
178.780,20,3275,6563,68465,2465,8645,1
178.835,20,3276,6345,67938,2475,8581,1
178.908,20,3277,6135,67988,2474,8514,1
178.980,20,3278,6326,68039,2473,8440,1
179.053,20,3279,6523,68085,2480,8375,1
179.126,20,3280,6726,68130,2481,8319,1
179.199,20,3281,6937,68173,2481,8270,1
179.271,20,3282,7154,68215,2478,8230,1
179.344,20,3283,6916,68257,2480,9762,1
179.417,20,3284,6688,68300,2479,9674,1
179.490,20,3285,6466,68340,2479,9582,1
179.562,20,3286,6252,68378,2476,9486,1
179.635,20,3287,6044,68416,2473,9385,1
179.708,20,3288,5844,68455,2471,9283,1
179.781,20,3289,5650,68489,2469,9177,1
179.834,20,3290,5462,67919,2470,10304,1
179.907,20,3291,5280,67968,2468,10155,1
179.979,20,3292,5104,68018,2469,10004,1
180.052,20,3293,4934,68068,2470,9852,1
180.125,20,3294,4770,68116,2479,9699,1
180.198,20,3295,4612,68162,2481,9546,1
180.271,20,3296,4460,68198,2484,9394,1
180.344,20,3297,4312,68244,2482,9240,1
180.416,20,3298,4170,68286,2480,9087,1
180.489,20,3299,4032,68329,2477,8935,1
180.562,20,3300,3900,68369,2474,8784,1
180.634,20,3301,3770,68408,2474,8633,1
180.707,20,3302,3887,68445,2475,8484,1
180.780,20,3303,4008,68480,2476,8342,1
180.835,20,3304,4133,67946,2487,8208,1
180.908,20,3305,4262,67994,2487,8083,1
180.980,20,3306,4395,68046,2485,7965,1
181.053,20,3307,4532,68007,2483,7855,1
181.126,20,3308,4673,68057,2489,7753,1
181.199,20,3309,4820,68108,2492,7658,1
181.272,20,3310,4971,68151,2490,7571,1
181.345,20,3311,5126,68196,2486,7492,1
181.417,20,3312,5287,68245,2485,7419,1
181.490,20,3313,5452,68287,2487,7354,1
181.563,20,3314,5623,68325,2484,7297,1
181.636,20,3315,5798,68369,2482,7246,1
181.708,20,3316,5979,68407,2480,7202,1
181.781,20,3317,6166,68445,2478,7166,1
181.834,20,3318,6359,67863,2478,7136,1
181.907,20,3319,6558,67918,2476,7114,1
181.980,20,3320,6763,67970,2474,7099,1
182.052,20,3321,6974,68020,2476,7090,1
182.125,20,3322,7191,68071,2474,7088,1
182.198,20,3323,7416,68117,2480,7092,1
182.271,20,3324,7647,68163,2484,7103,1
182.344,20,3325,7886,68209,2483,7122,1
182.416,20,3326,8133,68251,2481,7148,1
182.489,20,3327,8388,68293,2479,7181,1
182.562,20,3328,8651,68333,2476,7221,1
182.634,20,3329,8922,68373,2477,7268,1
182.707,20,3330,9201,68412,2476,7322,1
182.780,20,3331,9488,68450,2475,7383,1
182.835,20,3332,9785,67931,2484,7451,1
182.908,20,3333,10090,67986,2482,7524,1
182.981,20,3334,10405,68035,2480,7607,1
183.053,20,3335,10730,68085,2478,7696,1
183.126,20,3336,11065,68132,2475,7792,1
183.199,20,3337,11410,68176,2473,7896,1
183.272,20,3338,11767,68225,2473,8007,1
183.345,20,3339,12134,68274,2472,8125,1
183.417,20,3340,12513,68313,2473,8252,1
183.490,20,3341,12904,68356,2474,8386,1
183.563,20,3342,13307,68393,2476,8529,1
183.636,20,3343,12865,68429,2476,8680,1
183.708,20,3344,12439,68462,2478,8813,1
183.781,20,3345,12027,68497,2477,8928,1
183.834,20,3346,11627,67914,2478,9025,1
183.907,20,3347,11241,67964,2476,9107,1
183.980,20,3348,10867,68016,2475,9175,1
184.052,20,3349,10505,68063,2473,9230,1
184.125,20,3350,10157,68113,2471,9272,1
184.198,20,3351,9819,68158,2468,9302,1
184.271,20,3352,9493,68207,2474,9320,1
184.344,20,3353,9179,68254,2476,9328,1
184.416,20,3354,8875,68293,2475,9324,1
184.489,20,3355,8579,68334,2478,9311,1
184.562,20,3356,8295,68371,2480,9290,1
184.635,20,3357,8019,68408,2479,9261,1
184.707,20,3358,7753,68446,2478,9224,1
184.780,20,3359,7497,68481,2477,9179,1
184.834,20,3360,7249,67937,2481,9128,1
184.907,20,3361,7009,67989,2480,9070,1
184.980,20,3362,6777,68042,2478,9008,1
185.053,20,3363,6551,68091,2478,8939,1
185.125,20,3364,6333,68135,2476,8866,1
185.198,20,3365,6121,68180,2473,8789,1
185.271,20,3366,5917,68226,2472,8708,1
185.344,20,3367,5721,68268,2478,8621,1
185.416,20,3368,5900,68308,2479,8532,1
185.489,20,3369,6085,68349,2478,8451,1
185.562,20,3370,6276,68387,2476,8379,1
185.635,20,3371,6473,68425,2475,8316,1
185.707,20,3372,6676,68462,2476,8260,1
185.780,20,3373,6885,68496,2474,8213,1
185.834,20,3374,7100,67948,2476,8173,1
185.907,20,3375,7321,67997,2478,8141,1
185.980,20,3376,7550,68047,2477,8117,1
186.052,20,3377,7785,68095,2474,8100,1
186.125,20,3378,8028,68144,2471,8091,1
186.198,20,3379,8279,68189,2472,8090,1
186.271,20,3380,8538,68237,2468,8099,1
186.343,20,3381,8805,68281,2468,8114,1
186.416,20,3382,9080,68327,2467,8138,1
186.489,20,3383,9363,68376,2469,8169,1
186.562,20,3384,9656,68416,2468,8207,1
186.635,20,3385,9957,68455,2467,8255,1
186.708,20,3386,10268,68491,2466,8310,1
186.780,20,3387,10589,68525,2466,8372,1
186.835,20,3388,10920,67983,2471,8443,1
186.908,20,3389,10558,68031,2472,8523,1
186.980,20,3390,10206,68079,2469,8589,1
187.053,20,3391,9868,68128,2471,8640,1
187.126,20,3392,9540,68174,2468,8679,1
187.199,20,3393,9224,68221,2466,8707,1
187.271,20,3394,8918,68265,2466,8725,1
187.344,20,3395,8622,68306,2465,8732,1
187.417,20,3396,8336,68347,2472,8731,1
187.490,20,3397,8060,68385,2473,8720,1
187.562,20,3398,7792,68423,2472,8701,1
187.635,20,3399,7532,68463,2470,8675,1
187.708,20,3400,7282,68498,2469,8640,1
187.781,20,3401,7040,68530,2471,8599,1
187.834,20,3402,6808,67956,2472,8552,1
187.907,20,3403,7021,68005,2470,8500,1
187.979,20,3404,7240,68054,2468,8455,1
188.052,20,3405,7467,68106,2467,8418,1
188.125,20,3406,7700,68154,2468,8390,1
188.198,20,3407,7941,68201,2468,8369,1
188.270,20,3408,8190,68244,2466,8357,1
188.343,20,3409,8445,68289,2465,8354,1
188.416,20,3410,8708,68334,2465,8359,1
188.489,20,3411,8981,68292,2473,8371,1
188.562,20,3412,9262,68332,2478,8391,1
188.635,20,3413,9551,68374,2476,8419,1
188.708,20,3414,9850,68412,2474,8456,1
188.781,20,3415,10157,68450,2476,8500,1
188.835,20,3416,9819,67901,2481,8554,1
188.907,20,3417,9493,67952,2481,8595,1
188.980,20,3418,9179,68002,2479,8626,1
189.053,20,3419,8875,68054,2478,8644,1
189.126,20,3420,8579,68102,2476,8652,1
189.198,20,3421,8295,68150,2473,8652,1
189.271,20,3422,8019,68196,2471,8643,1
189.344,20,3423,7753,68240,2470,8624,1
189.417,20,3424,7497,68282,2469,8599,1
189.489,20,3425,7249,68322,2468,8565,1
189.562,20,3426,7476,68362,2469,8526,1
189.635,20,3427,7709,68406,2469,8495,1
189.708,20,3428,7950,68442,2467,8472,1
189.780,20,3429,8199,68477,2466,8457,1
189.834,20,3430,8456,67918,2468,8451,1
189.907,20,3431,8721,67968,2466,8452,1
189.980,20,3432,8994,68022,2465,8461,1
190.052,20,3433,9275,68070,2462,8479,1
190.125,20,3434,9564,68118,2460,8505,1
190.198,20,3435,9246,68170,2469,8539,1
190.271,20,3436,8940,68203,2469,8563,1
190.343,20,3437,8642,68244,2469,8576,1
190.416,20,3438,8356,68285,2468,8581,1
190.489,20,3439,8078,68327,2468,8577,1
190.562,20,3440,7810,68365,2472,8563,1
190.635,20,3441,8055,68406,2480,8542,1
190.707,20,3442,8306,68441,2481,8529,1
190.780,20,3443,8565,68478,2479,8524,1
190.835,20,3444,8279,67951,2479,8527,1
190.908,20,3445,8005,68007,2477,8520,1
190.981,20,3446,8256,68059,2478,8506,1
191.053,20,3447,8515,68107,2476,8500,1
191.126,20,3448,8782,68153,2475,8501,1
191.199,20,3449,9057,68197,2476,8512,1
191.272,20,3450,8757,68239,2473,8530,1
191.344,20,3451,8465,68281,2473,8540,1
191.417,20,3452,8730,68324,2472,8539,1
